80,102
77,101
76,101
75,101
75,100
74,100
74,99
74,98
73,98
72,98
72,97
71,97
71,96
70,96
69,96
69,95
68,95
67,95
66,95
65,95
64,95
63,95
62,95
61,95
60,95
59,95
58,95
57,95
56,95
55,95
55,96
55,97
55,98
55,99
55,100
55,101
54,101
53,101
52,101
51,101
51,102
51,103
51,104
51,105
51,106
51,107
52,107
52,108
52,109
52,110
51,110
51,111
50,111
50,112
49,112
49,113
48,113
48,114
48,115
48,116
48,117
49,117
50,117
50,118
51,118
51,119
52,119
53,119
53,120
54,120
54,121
54,122
54,123
54,124
54,125
53,125
52,125
51,125
51,126
51,127
51,128
51,129
51,130
51,131
51,132
52,132
53,132
54,132
55,132
56,132
57,132
57,133
58,133
59,133
59,134
60,134
60,135
60,136
60,137
61,137
62,137
63,137
64,137
65,137
